price,kilometers,vehicle_age_years,fuel_type,no_of_cylinders
76500,13350,1,Petrol,4
30000,168000,7,Petrol,4
38900,89717,4,Petrol,4
39990,67000,10,Petrol,4
154999,87000,8,Petrol,8
348000,1000,0,Petrol,4
199000,29000,8,Petrol,6
210000,52500,3,Petrol,4
110000,65477,6,Petrol,6
38000,87000,19,Petrol,6
46000,8000,2,Petrol,3
259000,74000,4,Petrol,6
29000,105000,15,Petrol,4
229000,104000,4,Petrol,6
199000,159000,9,Petrol,8
470000,4950,2,Petrol,8
399000,12000,3,Petrol,8
232000,0,0,Petrol,4
249000,21000,4,Petrol,6
229000,900,1,Diesel,4
279000,250,1,Petrol,4
409000,29500,7,Diesel,6
150000,75555,5,Petrol,6
39000,48170,5,Petrol,4
10000,237000,15,Petrol,5
99500,53000,6,Petrol,4
108000,88000,8,Petrol,6
88000,83000,8,Petrol,4
237000,0,0,Petrol,6
25000,59000,4,Petrol,4
154999,87000,8,Petrol,8
11800,140000,19,Petrol,6
144999,46000,3,Petrol,8
17000,347483,12,Petrol,4
39999,155000,7,Petrol,6
18000,252000,11,Petrol,5
135000,71500,6,Petrol,6
65000,134850,10,Petrol,6
24500,81500,5,Petrol,4
89000,73000,3,Petrol,8
35000,170000,11,Petrol,6
46000,170000,8,Petrol,4
93000,9000,0,Hybrid,4
425000,49000,1,Petrol,4
30000,14600,10,Petrol,8
60000,100050,10,Petrol,6
29000,271500,13,Petrol,4
49000,51050,4,Petrol,4
60000,117000,10,Petrol,8
320000,32537,6,Petrol,8
254999,58000,4,Petrol,4
27000,250000,13,Petrol,6
264999,24000,2,Electric,0
46000,190000,9,Petrol,6
110000,92000,8,Petrol,8
87000,81000,6,Petrol,6
105000,92000,10,Petrol,8
44999,95000,8,Petrol,4
30000,98000,9,Petrol,4
40000,139000,9,Petrol,3
48500,9922,2,Petrol,4
48800,129858,5,Petrol,4
64999,276000,10,Petrol,6
30500,127000,10,Petrol,4
74000,175000,10,Petrol,6
9000,119913,19,Petrol,4
340000,22500,3,Petrol,6
18500,141000,8,Petrol,4
92000,97000,8,Petrol,6
1000,45000,5,Petrol,8
38000,115603,30,Petrol,6
14500,237000,12,Petrol,4
76000,590000,9,Petrol,6
326000,20000,4,Petrol,6
119000,147000,3,Petrol,4
218000,19000,3,Petrol,4
279000,37000,4,Petrol,8
169000,70000,6,Petrol,6
188000,26000,3,Petrol,8
157000,39000,3,Petrol,4
639000,37000,4,Petrol,12
48000,103000,5,Petrol,4
37000,59020,4,Petrol,4
99900,51384,2,Petrol,4
125900,48157,4,Petrol,4
119900,18798,1,Petrol,4
59900,47982,4,Petrol,4
259500,9600,2,Petrol,6
125900,67297,5,Petrol,6
48000,63225,3,Petrol,4
129500,0,0,Petrol,4
109000,88472,6,Petrol,4
215000,23947,3,Petrol,4
209000,97101,3,Petrol,4
118000,80000,6,Petrol,6
89900,74265,5,Petrol,4
85900,110071,7,Petrol,4
319990,66566,3,Petrol,6
89900,78760,4,Petrol,4
95900,86608,6,Petrol,4
99900,97588,9,Petrol,6
99900,46746,4,Petrol,4
139900,62735,3,Petrol,6
54000,88000,4,Petrol,4
1250,12842,2,Petrol,12
229000,35901,8,Petrol,8
74500,102470,6,Petrol,6
139900,69000,6,Petrol,6
84900,37600,3,Petrol,4
52900,87709,5,Petrol,4
179900,29178,3,Petrol,4
470000,148000,9,Petrol,12
585000,75000,8,Petrol,12
56900,113821,6,Petrol,4
65900,100478,6,Petrol,4
76900,60342,6,Petrol,4
87900,53238,2,Petrol,6
32000,117000,4,Petrol,4
283000,7000,1,Petrol,6
119900,98984,3,Petrol,6
74900,26467,3,Petrol,4
44000,101000,7,Petrol,6
100000,0,0,Petrol,4
107900,6127,1,Petrol,4
82900,107223,8,Petrol,6
104900,87689,6,Petrol,6
310000,41000,7,Petrol,8
79900,8111,1,Petrol,4
235900,0,1,Petrol,6
92900,44377,2,Petrol,4
399000,12000,3,Petrol,8
232000,0,0,Petrol,4
249000,21000,4,Petrol,6
229000,900,1,Diesel,4
279000,250,1,Petrol,4
409000,29500,7,Diesel,6
150000,75555,5,Petrol,6
39000,48170,5,Petrol,4
10000,237000,15,Petrol,5
99500,53000,6,Petrol,4
108000,88000,8,Petrol,6
88000,83000,8,Petrol,4
237000,0,0,Petrol,6
25000,59000,4,Petrol,4
105000,0,0,Petrol,4
255000,0,0,Petrol,6
187000,40000,3,Petrol,8
275000,35000,7,Petrol,8
58000,79000,8,Petrol,4
62000,82000,7,Petrol,8
668000,0,1,Petrol,6
56000,86000,6,Petrol,4
215000,0,1,Petrol,6
70000,92000,7,Petrol,4
387000,24950,1,Petrol,6
170000,38000,5,Petrol,6
49000,88723,11,Petrol,4
55500,24168,2,Petrol,4
46500,82000,2,Petrol,4
219000,48896,3,Petrol,4
199000,21235,2,Petrol,6
77000,12753,1,Petrol,4
97000,43949,1,Petrol,4
97000,40957,1,Petrol,4
22000,156903,12,Petrol,6
62000,76070,2,Petrol,4
212000,67899,4,Petrol,8
60000,62269,8,Petrol,4
152000,37400,2,Petrol,4
321000,6461,3,Petrol,6
138000,107257,4,Petrol,4
88000,110651,6,Petrol,6
151000,60676,4,Petrol,4
280000,36454,4,Hybrid,6
120000,129863,8,Petrol,6
55000,84970,8,Petrol,3
41900,171207,9,Petrol,6
355000,10792,1,Petrol,6
84900,79786,3,Petrol,4
110000,221568,5,Petrol,8
93000,1692,0,Petrol,4
170000,179465,7,Petrol,8
325000,33136,4,Petrol,6
89500,134500,7,Petrol,8
118000,21000,2,Petrol,4
55000,156362,9,Petrol,6
105000,50336,3,Petrol,6
68000,132764,6,Petrol,4
95000,146718,6,Petrol,4
58400,144077,9,Petrol,6
342000,50521,3,Petrol,6
280000,60414,4,Petrol,6
55000,198660,7,Petrol,6
127000,99379,6,Hybrid,4
135000,66319,5,Petrol,4
41000,123669,4,Petrol,4
179900,93086,4,Petrol,4
160000,115685,3,Petrol,6
98000,92452,6,Petrol,4
101900,65146,7,Petrol,4
55000,121001,8,Petrol,4
790000,29281,2,Petrol,8
139900,66030,8,Petrol,6
39000,89839,8,Petrol,4
215000,19735,1,Electric,0
29900,74560,4,Petrol,3
49500,187172,9,Petrol,4
40000,141198,9,Petrol,4
46900,142380,8,Petrol,4
79900,111561,10,Petrol,8
58900,26931,2,Petrol,4
169000,44972,3,Petrol,4
27000,155591,6,Petrol,4
56500,30108,2,Petrol,4
69900,128829,8,Petrol,4
69000,103818,7,Petrol,6
49900,137285,8,Petrol,4
58000,110630,5,Petrol,4
120000,96929,4,Petrol,4
173900,33509,5,Petrol,4
149900,28853,1,Petrol,6
135900,115899,8,Petrol,6
82000,135489,7,Petrol,4
50900,190777,6,Petrol,6
90000,157776,10,Petrol,8
55000,111321,2,Petrol,4
47000,98167,2,Petrol,4
93000,102367,6,Petrol,6
94900,72718,6,Petrol,6
103900,196984,9,Petrol,8
90000,75879,8,Petrol,8
230000,217115,7,Petrol,8
89000,112090,7,Petrol,6
349000,18869,2,Petrol,8
150000,78971,5,Petrol,8
73900,108076,6,Petrol,4
40000,111770,7,Petrol,4
253500,67862,8,Petrol,8
270000,15188,2,Petrol,6
67900,103547,7,Petrol,6
139000,117547,5,Petrol,4
101900,59321,3,Petrol,4
76000,75950,4,Petrol,4
65500,83706,4,Petrol,4
21000,245918,9,Petrol,5
290000,17952,2,Petrol,6
77900,47498,3,Petrol,4
221900,125952,5,Petrol,8
118000,74685,4,Petrol,4
101900,144939,8,Petrol,8
39500,201557,9,Petrol,4
60000,130000,12,Petrol,8
39000,92000,6,Petrol,4
17500,240000,18,Petrol,6
125000,49913,2,Petrol,4
499000,8000,2,Petrol,8
599000,100,1,Petrol,8
455000,14500,4,Petrol,8
629000,900,1,Hybrid,8
369000,65000,3,Petrol,8
315000,32000,8,Petrol,8
899000,32000,4,Petrol,12
549000,13000,7,Petrol,12
329000,77000,8,Petrol,8
899000,35000,3,Petrol,12
699000,37000,4,Petrol,8
649000,33000,5,Petrol,12
625000,27000,4,Petrol,12
899000,100,1,Petrol,8
170000,38000,5,Petrol,6
49000,88723,11,Petrol,4
55500,24168,2,Petrol,4
46500,82000,2,Petrol,4
219000,48896,3,Petrol,4
199000,21235,2,Petrol,6
77000,12753,1,Petrol,4
97000,43949,1,Petrol,4
97000,40957,1,Petrol,4
22000,156903,12,Petrol,6
62000,76070,2,Petrol,4
430000,93700,68,Petrol,4
429000,21500,7,Petrol,8
339000,35000,1,Petrol,6
199000,161000,2,Petrol,6
219000,48000,6,Petrol,6
95000,0,0,Petrol,4
35000,87400,8,Petrol,4
29500,107000,5,Petrol,4
30000,173590,16,Petrol,6
339000,8500,1,Petrol,6
12500,113859,16,Petrol,6
99800,250000,6,Petrol,4
295000,54971,6,Petrol,8
45000,230000,10,Petrol,4
16000,182000,15,Petrol,6
98000,9000,4,Petrol,6
285000,52000,6,Petrol,8
265000,51000,5,Petrol,8
499000,53000,8,Petrol,12
60000,71243,4,Petrol,4
87000,57000,6,Petrol,4
38000,96000,12,Petrol,6
115000,37000,5,Petrol,4
129000,47000,4,Petrol,4
405000,81000,9,Petrol,6
280000,60414,4,Petrol,6
55000,198660,7,Petrol,6
127000,99379,6,Hybrid,4
135000,66319,5,Petrol,4
41000,123669,4,Petrol,4
179900,93086,4,Petrol,4
160000,115685,3,Petrol,6
98000,92452,6,Petrol,4
101900,65146,7,Petrol,4
55000,121001,8,Petrol,4
790000,29281,2,Petrol,8
139900,66030,8,Petrol,6
39000,89839,8,Petrol,4
215000,19735,1,Electric,0
29900,74560,4,Petrol,3
49500,187172,9,Petrol,4
40000,141198,9,Petrol,4
46900,142380,8,Petrol,4
79900,111561,10,Petrol,8
58900,26931,2,Petrol,4
169000,44972,3,Petrol,4
27000,155591,6,Petrol,4
56500,30108,2,Petrol,4
69900,128829,8,Petrol,4
69000,103818,7,Petrol,6
49900,137285,8,Petrol,4
58000,110630,5,Petrol,4
120000,96929,4,Petrol,4
173900,33509,5,Petrol,4
149900,28853,1,Petrol,6
135900,115899,8,Petrol,6
82000,135489,7,Petrol,4
50900,190777,6,Petrol,6
90000,157776,10,Petrol,8
55000,111321,2,Petrol,4
47000,98167,2,Petrol,4
93000,102367,6,Petrol,6
94900,72718,6,Petrol,6
103900,196984,9,Petrol,8
90000,75879,8,Petrol,8
230000,217115,7,Petrol,8
89000,112090,7,Petrol,6
349000,18869,2,Petrol,8
150000,78971,5,Petrol,8
73900,108076,6,Petrol,4
40000,111770,7,Petrol,4
253500,67862,8,Petrol,8
270000,15188,2,Petrol,6
67900,103547,7,Petrol,6
139000,117547,5,Petrol,4
69000,103818,7,Petrol,6
49900,137285,8,Petrol,4
58000,110630,5,Petrol,4
120000,96929,4,Petrol,4
173900,33509,5,Petrol,4
149900,28853,1,Petrol,6
135900,115899,8,Petrol,6
82000,135489,7,Petrol,4
50900,190777,6,Petrol,6
90000,157776,10,Petrol,8
55000,111321,2,Petrol,4
47000,98167,2,Petrol,4
93000,102367,6,Petrol,6
94900,72718,6,Petrol,6
103900,196984,9,Petrol,8
90000,75879,8,Petrol,8
230000,217115,7,Petrol,8
89000,112090,7,Petrol,6
349000,18869,2,Petrol,8
150000,78971,5,Petrol,8
73900,108076,6,Petrol,4
40000,111770,7,Petrol,4
253500,67862,8,Petrol,8
270000,15188,2,Petrol,6
67900,103547,7,Petrol,6
127000,102000,7,Petrol,6
79000,95000,8,Petrol,6
69000,92000,8,Petrol,4
89000,90000,9,Petrol,6
25000,230000,16,Petrol,6
595000,17000,2,Petrol,8
28000,140000,13,Petrol,6
25000,180000,14,Petrol,4
9999,250000,12,Petrol,3
31000,126000,5,Petrol,4
489000,31000,8,Petrol,12
60000,385000,11,Petrol,8
199000,39000,3,Petrol,6
430000,93700,68,Petrol,4
429000,21500,7,Petrol,8
339000,35000,1,Petrol,6
199000,161000,2,Petrol,6
219000,48000,6,Petrol,6
95000,0,0,Petrol,4
35000,87400,8,Petrol,4
29500,107000,5,Petrol,4
30000,173590,16,Petrol,6
339000,8500,1,Petrol,6
12500,113859,16,Petrol,6
99800,250000,6,Petrol,4
295000,54971,6,Petrol,8
45000,230000,10,Petrol,4
16000,182000,15,Petrol,6
98000,9000,4,Petrol,6
285000,52000,6,Petrol,8
265000,51000,5,Petrol,8
499000,53000,8,Petrol,12
60000,71243,4,Petrol,4
87000,57000,6,Petrol,4
38000,96000,12,Petrol,6
115000,37000,5,Petrol,4
129000,47000,4,Petrol,4
405000,81000,9,Petrol,6
135000,1000,0,Petrol,4
135000,1000,0,Petrol,4
135000,1000,0,Petrol,4
135000,1000,0,Petrol,4
135000,1000,0,Petrol,4
395000,470,1,Petrol,6
745000,7659,4,Petrol,8
260000,92300,5,Petrol,8
37000,193000,12,Petrol,8
30000,93400,7,Petrol,4
42000,109000,11,Petrol,6
355000,74349,3,Petrol,8
145000,0,0,Petrol,4
86000,67000,6,Petrol,6
150000,121128,4,Petrol,0
200000,92000,4,Petrol,4
246000,43000,6,Petrol,8
254000,33000,6,Petrol,8
194000,76000,7,Petrol,6
57900,43000,9,Petrol,6
29500,224445,10,Petrol,4
9000,242,17,Petrol,0
52000,54965,3,Petrol,4
169000,17000,5,Petrol,6
63500,160000,10,Petrol,8
15000,180000,13,Petrol,6
30000,122830,9,Petrol,0
41000,177000,7,Petrol,4
28500,175500,9,Petrol,4
18000,107000,7,Petrol,0
44000,205263,12,Petrol,8
82000,164001,10,Petrol,8
30000,278000,13,Petrol,6
25999,220000,15,Petrol,8
218000,69000,4,Petrol,6
39500,55200,5,Petrol,4
27500,61000,5,Petrol,4
30000,93400,7,Petrol,4
42000,109000,11,Petrol,6
355000,74349,3,Petrol,8
37200,118864,9,Petrol,4
850000,13893,5,Petrol,6
110000,74230,3,Petrol,4
50000,74000,12,Petrol,8
2300,3584,2,Petrol,12
250000,48000,8,Petrol,8
425000,53086,54,Petrol,6
398000,985,3,Petrol,8
17500,300000,15,Petrol,6
230000,0,0,Petrol,6
1225,9396,6,Petrol,12
760000,20400,7,Petrol,8
300000,3550,3,Petrol,6
455000,9320,2,Petrol,8
43000,63000,3,Petrol,4
1595,23402,15,Petrol,8
422000,2400,2,Petrol,8
360000,31000,4,Petrol,8
29000,113000,10,Petrol,4
32000,231000,9,Petrol,4
70000,280000,13,Petrol,8
29000,193000,15,Petrol,8
490000,5600,1,Petrol,6
22000,213167,12,Petrol,4
155000,54000,5,Petrol,6
73000,16000,2,Petrol,4
79000,79500,10,Petrol,8
79000,97000,10,Petrol,8
108000,90500,10,Petrol,8
77000,92000,11,Petrol,8
67000,93000,10,Petrol,6
79000,96850,10,Petrol,8
69000,91000,10,Petrol,6
57000,90300,10,Petrol,4
399000,100300,19,Petrol,12
59000,93000,10,Petrol,6
149000,93300,8,Petrol,8
57000,108000,11,Petrol,6
109000,4000,1,Petrol,4
199000,91000,5,Petrol,6
139000,63000,4,Petrol,4
445000,32000,2,Petrol,8
1050,100,0,Petrol,8
379000,49000,4,Petrol,8
899000,100,0,Petrol,8
445000,42000,3,Petrol,8
849000,29000,7,Petrol,12
159000,500,2,Petrol,4
239000,72000,4,Petrol,6
439000,61000,3,Petrol,8
159000,148000,10,Petrol,8
39000,213000,8,Petrol,4
999000,99,2,Diesel,6
38000,122000,7,Petrol,6
109000,199000,8,Petrol,8
575000,25000,3,Petrol,6
122000,47000,5,Petrol,4
399000,26000,7,Petrol,8
825000,47000,7,Petrol,12
939000,27000,4,Petrol,8
279000,210,3,Petrol,6
199000,46000,7,Petrol,8
1249,75000,3,Petrol,12
877000,65000,3,Petrol,8
249000,117000,5,Petrol,8
339000,5500,2,Petrol,8
23000,100000,7,Petrol,4
165000,32000,2,Petrol,4
225000,133032,3,Petrol,6
235000,100728,3,Petrol,6
28900,196000,9,Petrol,4
89000,77000,4,Petrol,8
70000,13800,4,Petrol,4
57000,220000,11,Petrol,8
189000,87779,4,Petrol,8
149000,6412,25,Petrol,6
149000,148300,15,Petrol,8
69900,59150,4,Petrol,6
719000,24800,4,Petrol,8
115000,178254,9,Petrol,8
135750,48057,3,Petrol,6
240000,92000,5,Petrol,6
1250,957,0,Petrol,12
45000,70974,5,Petrol,4
119000,68161,7,Petrol,6
68000,120901,7,Petrol,6
145000,0,0,Petrol,4
86000,67000,6,Petrol,6
150000,121128,4,Petrol,0
200000,92000,4,Petrol,4
246000,43000,6,Petrol,8
254000,33000,6,Petrol,8
194000,76000,7,Petrol,6
57900,43000,9,Petrol,6
29500,224445,10,Petrol,4
9000,242,17,Petrol,0
52000,54965,3,Petrol,4
169000,17000,5,Petrol,6
63500,160000,10,Petrol,8
15000,180000,13,Petrol,6
30000,122830,9,Petrol,0
41000,177000,7,Petrol,4
28500,175500,9,Petrol,4
18000,107000,7,Petrol,0
44000,205263,12,Petrol,8
82000,164001,10,Petrol,8
30000,278000,13,Petrol,6
25999,220000,15,Petrol,8
218000,69000,4,Petrol,6
39500,55200,5,Petrol,4
27500,61000,5,Petrol,4
18800,231000,9,Petrol,5
69000,116334,9,Petrol,4
109000,125000,9,Petrol,8
23500,125000,16,Petrol,8
37500,106000,18,Petrol,8
53500,124000,11,Petrol,6
55000,129211,9,Petrol,6
110000,151650,9,Petrol,8
85000,65000,12,Petrol,8
72000,90549,5,Petrol,4
22000,180999,16,Petrol,4
52000,54965,3,Petrol,4
169000,17000,5,Petrol,6
63500,160000,10,Petrol,8
15000,180000,13,Petrol,6
30000,122830,9,Petrol,0
41000,177000,7,Petrol,4
28500,175500,9,Petrol,4
18000,107000,7,Petrol,0
44000,205263,12,Petrol,8
82000,164001,10,Petrol,8
30000,278000,13,Petrol,6
25999,220000,15,Petrol,8
218000,69000,4,Petrol,6
39500,55200,5,Petrol,4
27500,61000,5,Petrol,4
18800,231000,9,Petrol,5
69000,116334,9,Petrol,4
109000,125000,9,Petrol,8
23500,125000,16,Petrol,8
37500,106000,18,Petrol,8
53500,124000,11,Petrol,6
55000,129211,9,Petrol,6
110000,151650,9,Petrol,8
85000,65000,12,Petrol,8
72000,90549,5,Petrol,4
182000,50803,5,Petrol,8
479000,20095,1,Petrol,8
539000,21142,4,Petrol,6
199000,86408,6,Petrol,4
489000,54842,5,Petrol,6
439000,36297,3,Electric,0
178000,67000,9,Petrol,8
79000,0,0,Petrol,4
178000,0,1,Diesel,4
285000,0,2,Diesel,6
85000,0,0,Hybrid,4
159000,0,0,Diesel,6
118000,0,0,Petrol,4
115000,0,2,Electric,0
275000,0,1,Petrol,4
85000,0,0,Petrol,4
62000,0,0,Petrol,4
100000,0,0,Petrol,4
139000,93000,9,Petrol,8
67000,100800,12,Petrol,8
99000,90550,8,Petrol,6
45000,310000,11,Petrol,8
290000,20932,4,Petrol,8
89500,80000,5,Petrol,4
129000,23143,3,Petrol,4
33900,174000,11,Petrol,6
55000,103000,20,Petrol,6
365000,500,0,Petrol,6
47000,101000,4,Petrol,4
63000,137000,8,Petrol,6
99000,46482,1,Hybrid,4
89000,44000,5,Petrol,4
169000,50000,3,Petrol,8
59000,123000,8,Petrol,4
21000,65000,19,Petrol,6
24000,27000,18,Petrol,6
85000,52797,5,Petrol,6
133000,128751,5,Petrol,4
25000,249000,14,Petrol,4
159000,174000,10,Petrol,8
182000,32000,2,Petrol,8
19000,181000,11,Petrol,4
52000,10000,7,Petrol,4
56000,99000,7,Petrol,6
37000,187000,10,Petrol,4
45000,77282,5,Petrol,4
420000,80699,4,Petrol,8
254000,2000,0,Diesel,4
30000,103186,5,Petrol,4
35000,220000,14,Petrol,8
100000,57983,3,Petrol,6
199900,6841,2,Petrol,8
32900,190022,10,Petrol,6
40000,91630,9,Petrol,5
287900,30150,3,Electric,0
77900,176071,8,Petrol,4
215000,76425,7,Petrol,6
37000,74458,3,Petrol,4
88400,176526,9,Petrol,6
72000,66854,4,Petrol,4
41500,104481,6,Petrol,4
215000,63836,6,Petrol,6
46900,154852,7,Petrol,4
60000,63041,6,Petrol,4
59000,129423,8,Petrol,4
34000,186325,10,Petrol,6
56900,61367,8,Petrol,6
55000,77245,6,Petrol,5
120000,18466,1,Petrol,4
143000,108073,3,Petrol,6
118000,83619,4,Petrol,8
107900,136262,6,Petrol,6
72900,116910,7,Petrol,4
58900,54669,8,Petrol,4
82900,87042,8,Petrol,8
103900,72774,6,Petrol,4
130000,157375,7,Petrol,8
90000,123625,10,Petrol,6
66000,135611,7,Petrol,6
37900,167110,9,Petrol,4
53000,155344,8,Petrol,6
275900,71966,4,Petrol,8
53000,143287,9,Petrol,4
45900,146236,7,Petrol,6
113000,41706,4,Petrol,4
167500,17089,1,Petrol,6
125000,166777,7,Petrol,6
38900,221272,9,Petrol,6
53900,138375,9,Petrol,8
23900,217938,11,Petrol,6
259000,44285,4,Petrol,6
82000,110469,6,Petrol,4
78900,56694,2,Petrol,4
93000,96734,6,Petrol,4
209000,13265,1,Petrol,6
75000,61851,3,Petrol,4
680000,18433,1,Petrol,6
25000,180000,8,Petrol,6
109000,105700,10,Petrol,8
39000,140000,14,Petrol,8
59000,78000,10,Petrol,4
109000,3000,1,Petrol,4
79000,111900,10,Petrol,6
119000,102000,8,Petrol,6
49000,119000,12,Petrol,6
59000,90997,10,Petrol,4
109000,112200,9,Petrol,8
99000,90000,6,Petrol,4
69000,104000,10,Petrol,6
69000,103000,10,Petrol,6
49000,115000,12,Petrol,6
349000,81486,3,Petrol,4
267000,0,0,Petrol,4
182000,50803,5,Petrol,8
479000,20095,1,Petrol,8
539000,21142,4,Petrol,6
199000,86408,6,Petrol,4
489000,54842,5,Petrol,6
439000,36297,3,Electric,0
178000,67000,9,Petrol,8
79000,0,0,Petrol,4
178000,0,1,Diesel,4
285000,0,2,Diesel,6
85000,0,0,Hybrid,4
159000,0,0,Diesel,6
39000,140000,14,Petrol,8
59000,78000,10,Petrol,4
109000,3000,1,Petrol,4
79000,111900,10,Petrol,6
119000,102000,8,Petrol,6
49000,119000,12,Petrol,6
59000,90997,10,Petrol,4
109000,112200,9,Petrol,8
99000,90000,6,Petrol,4
69000,104000,10,Petrol,6
69000,103000,10,Petrol,6
49000,115000,12,Petrol,6
349000,81486,3,Petrol,4
267000,0,0,Petrol,4
182000,50803,5,Petrol,8
479000,20095,1,Petrol,8
539000,21142,4,Petrol,6
199000,86408,6,Petrol,4
489000,54842,5,Petrol,6
439000,36297,3,Electric,0
178000,67000,9,Petrol,8
79000,0,0,Petrol,4
178000,0,1,Diesel,4
285000,0,2,Diesel,6
85000,0,0,Hybrid,4
79000,47400,4,Petrol,4
54000,196300,8,Petrol,8
62500,92500,5,Petrol,6
125000,20000,3,Petrol,4
69000,150000,9,Petrol,8
36000,200000,12,Petrol,6
29000,158500,10,Petrol,4
445000,0,1,Petrol,6
745000,13000,3,Petrol,8
188000,93000,4,Petrol,6
30000,128000,3,Petrol,4
225000,0,0,Electric,0
44000,110000,4,Petrol,4
330000,0,0,Petrol,4
42000,140000,8,Petrol,4
585000,0,1,Petrol,8
640000,0,1,Petrol,8
835000,0,1,Petrol,8
950000,13000,2,Petrol,8
1050,21800,2,Petrol,8
1200,0,1,Petrol,8
44000,131827,6,Petrol,4
136000,39100,3,Petrol,6
99000,34000,4,Petrol,6
399000,22000,2,Petrol,8
117500,19000,4,Petrol,6
123000,133000,6,Petrol,4
89000,116000,7,Petrol,6
69000,38000,1,Petrol,3
249000,55099,2,Petrol,6
85900,117933,8,Petrol,6
110000,130000,17,Petrol,10
50000,128000,12,Petrol,8
162000,44300,2,Petrol,6
139000,98500,5,Petrol,6
47000,93000,6,Petrol,4
73000,109000,5,Petrol,4
59000,90000,11,Petrol,6
49000,89000,11,Petrol,4
145000,85000,5,Petrol,4
17500,141000,13,Petrol,4
39000,41000,3,Petrol,4
60000,61000,5,Petrol,6
49000,71000,4,Petrol,4
44000,63000,4,Petrol,4
66000,66000,4,Petrol,6
56000,178798,9,Petrol,4
33500,88080,4,Petrol,4
12000,133700,9,Petrol,4
620000,0,1,Diesel,6
26500,109000,4,Petrol,4
33000,155000,8,Petrol,4
39000,190000,16,Petrol,6
275000,7000,9,Petrol,4
34000,160000,9,Petrol,6
95000,74000,3,Petrol,8
399000,7000,7,Petrol,6
136000,63000,5,Petrol,6
55000,284039,14,Petrol,8
189000,67000,9,Petrol,8
119900,54000,6,Petrol,6
122000,66000,3,Electric,0
52500,71000,2,Petrol,4
52500,66000,2,Petrol,4
159000,6870,1,Petrol,0
22500,135748,11,Petrol,4
53000,136000,9,Petrol,4
16500,172000,15,Petrol,4
310000,14000,1,Petrol,6
62500,135000,9,Petrol,6
29000,179000,11,Petrol,6
14000,320000,10,Petrol,4
159000,92000,8,Petrol,5
190000,125000,8,Petrol,8
38000,244000,18,Petrol,8
39999,117000,7,Petrol,4
46000,137000,8,Petrol,6
34000,89668,9,Petrol,4
57000,126423,9,Petrol,4
279000,51000,4,Petrol,12
19000,207500,17,Petrol,6
219000,30000,2,Hybrid,6
1559,39676,3,Petrol,12
69000,181000,7,Petrol,4
899000,60,1,Petrol,8
419000,59894,7,Petrol,12
499000,4176,3,Petrol,6
17000,154000,10,Petrol,4
629000,5654,2,Electric,0
449000,15,0,Petrol,6
409000,19,0,Petrol,6
275000,12,0,Petrol,6
950000,49851,3,Petrol,8
86000,73000,6,Petrol,8
1200,39,2,Petrol,8
1200,29,2,Petrol,8
79000,113111,10,Petrol,6
25000,83107,7,Petrol,4
729000,14675,5,Petrol,12
1199,25,1,Petrol,4
66000,123000,6,Petrol,4
61000,102000,3,Petrol,4
240000,73000,8,Petrol,8
288000,33000,3,Petrol,6
288000,4800,5,Petrol,8
238000,51000,7,Petrol,8
425000,23000,3,Petrol,6
199999,25000,1,Petrol,4
129999,40000,2,Petrol,4
60000,135000,9,Petrol,6
39000,102000,8,Petrol,4
675000,1000,1,Hybrid,8
79000,47400,4,Petrol,4
54000,196300,8,Petrol,8
62500,92500,5,Petrol,6
125000,20000,3,Petrol,4
69000,150000,9,Petrol,8
36000,200000,12,Petrol,6
29000,158500,10,Petrol,4
445000,0,1,Petrol,6
745000,13000,3,Petrol,8
188000,93000,4,Petrol,6
30000,128000,3,Petrol,4
225000,0,0,Electric,0
44000,110000,4,Petrol,4
78500,18800,3,Petrol,4
66000,123000,6,Petrol,4
61000,102000,3,Petrol,4
240000,73000,8,Petrol,8
288000,33000,3,Petrol,6
288000,4800,5,Petrol,8
238000,51000,7,Petrol,8
425000,23000,3,Petrol,6
199999,25000,1,Petrol,4
129999,40000,2,Petrol,4
60000,135000,9,Petrol,6
39000,102000,8,Petrol,4
675000,1000,1,Hybrid,8
79000,47400,4,Petrol,4
54000,196300,8,Petrol,8
62500,92500,5,Petrol,6
125000,20000,3,Petrol,4
69000,150000,9,Petrol,8
36000,200000,12,Petrol,6
29000,158500,10,Petrol,4
445000,0,1,Petrol,6
745000,13000,3,Petrol,8
188000,93000,4,Petrol,6
30000,128000,3,Petrol,4
225000,0,0,Electric,0
44000,110000,4,Petrol,4
330000,0,0,Petrol,4
42000,140000,8,Petrol,4
585000,0,1,Petrol,8
640000,0,1,Petrol,8
835000,0,1,Petrol,8
950000,13000,2,Petrol,8
1050,21800,2,Petrol,8
1200,0,1,Petrol,8
44000,131827,6,Petrol,4
136000,39100,3,Petrol,6
99000,34000,4,Petrol,6
399000,22000,2,Petrol,8
117500,19000,4,Petrol,6
123000,133000,6,Petrol,4
89000,116000,7,Petrol,6
69000,38000,1,Petrol,3
249000,55099,2,Petrol,6
85900,117933,8,Petrol,6
110000,130000,17,Petrol,10
50000,128000,12,Petrol,8
162000,44300,2,Petrol,6
139000,98500,5,Petrol,6
47000,93000,6,Petrol,4
73000,109000,5,Petrol,4
485000,18780,2,Petrol,8
645000,157,0,Hybrid,4
329000,83905,5,Petrol,12
499000,4620,0,Petrol,8
325000,22000,2,Petrol,6
212000,7000,2,Petrol,4
